stem,model,perturbation,level,psnr,ssim,lpips,clip_cos,dinov2L_cos
20260505_145249_17c16bd0,student_l1b_c,gamma,0.8,20.081902676203818,0.8292538523674011,0.12365062534809113,0.813453197479248,0.6862906217575073
20260505_145249_17c16bd0,teacher_15b,gamma,1.2,18.70768820961558,0.7927570343017578,0.1428796797990799,0.814346194267273,0.9000570774078369
20260505_145249_17c16bd0,student_l1b_c,gamma,1.2,18.6934788560558,0.7995880842208862,0.13950128853321075,0.819199800491333,0.7963541150093079
20260505_145249_17c16bd0,teacher_15b,blur,1.0,18.383488632193544,0.8017572164535522,0.1916535347700119,0.7671790719032288,0.8670276403427124
20260505_145249_17c16bd0,student_l1b_c,blur,1.0,15.825164389105733,0.7168447375297546,0.24579018354415894,0.7717828750610352,0.8108843564987183
20260505_145249_17c16bd0,teacher_15b,blur,2.0,14.918922092793368,0.6469154357910156,0.40987953543663025,0.735462486743927,0.7556662559509277
20260505_145249_17c16bd0,student_l1b_c,blur,2.0,14.57017144723582,0.6084697246551514,0.5325242280960083,0.7572501301765442,0.5262731909751892
20260505_145249_17c16bd0,teacher_15b,noise,0.01,19.32098650074739,0.7864248156547546,0.20494209229946136,0.796302855014801,0.7359510660171509
20260505_145249_17c16bd0,student_l1b_c,noise,0.01,19.76431834184805,0.7676515579223633,0.2550702691078186,0.8228700757026672,0.8021109104156494
20260505_145249_17c16bd0,teacher_15b,noise,0.03,18.176593264135107,0.6340879201889038,0.48620134592056274,0.7719977498054504,0.7370867133140564
20260505_145249_17c16bd0,student_l1b_c,noise,0.03,19.281837588368155,0.5970920920372009,0.5628671050071716,0.8067335486412048,0.7014223337173462
20260505_153811_0c4eecad,teacher_15b,clean,0.0,21.641833527620022,0.7473103404045105,0.14779236912727356,0.9063888192176819,0.9294763803482056
20260505_153811_0c4eecad,student_l1b_c,clean,0.0,19.342946648590186,0.6547185778617859,0.22632591426372528,0.8345867395401001,0.825295627117157
20260505_153811_0c4eecad,teacher_15b,exposure,0.8,21.73316912094434,0.7419980764389038,0.15088112652301788,0.9110490083694458,0.9244004487991333
20260505_153811_0c4eecad,student_l1b_c,exposure,0.8,20.01430297107845,0.6582987308502197,0.2279626429080963,0.8368916511535645,0.8369174003601074
20260505_153811_0c4eecad,teacher_15b,exposure,1.2,20.694750736862986,0.7374559640884399,0.15470942854881287,0.9021856784820557,0.932600736618042
20260505_153811_0c4eecad,student_l1b_c,exposure,1.2,18.38001386263589,0.6404609680175781,0.2340545803308487,0.8213514685630798,0.8336584568023682
20260505_153811_0c4eecad,teacher_15b,gamma,0.8,21.585231830821805,0.7467848658561707,0.14750830829143524,0.9059194326400757,0.9303667545318604
20260505_153811_0c4eecad,student_l1b_c,gamma,0.8,19.192554324964206,0.6509562730789185,0.22697490453720093,0.8313758969306946,0.8302333354949951
20260505_153811_0c4eecad,teacher_15b,gamma,1.2,21.70629348968597,0.7474920749664307,0.14818885922431946,0.9090081453323364,0.9290784597396851
20260505_153811_0c4eecad,student_l1b_c,gamma,1.2,19.535297840826857,0.6573988199234009,0.226509228348732,0.8272428512573242,0.8240387439727783
20260505_153811_0c4eecad,teacher_15b,blur,1.0,18.272778741407855,0.6006410121917725,0.4094941020011902,0.7836015820503235,0.7692792415618896
20260505_153811_0c4eecad,student_l1b_c,blur,1.0,17.818321385904547,0.549802303314209,0.48229798674583435,0.7776850461959839,0.7570931911468506
20260505_153811_0c4eecad,teacher_15b,blur,2.0,14.092734020718636,0.4431397318840027,0.6775933504104614,0.6388891935348511,0.3858846127986908
20260505_153811_0c4eecad,student_l1b_c,blur,2.0,16.734682197126155,0.47155511379241943,0.6767532229423523,0.6485139727592468,0.5073357820510864
20260505_153811_0c4eecad,teacher_15b,noise,0.01,21.749908722348472,0.7333524227142334,0.15028148889541626,0.9005990624427795,0.9273884296417236
20260505_153811_0c4eecad,student_l1b_c,noise,0.01,19.284685312523898,0.6424415111541748,0.2252626270055771,0.8240535259246826,0.8469709157943726
20260505_153811_0c4eecad,teacher_15b,noise,0.03,17.820906678821927,0.6066557168960571,0.25244957208633423,0.8306796550750732,0.8821734189987183
20260505_153811_0c4eecad,student_l1b_c,noise,0.03,15.588984328635519,0.5228998064994812,0.35232120752334595,0.7120968103408813,0.8194970488548279
20260505_134754_132029_cf8c21ee,teacher_15b,clean,0.0,22.23799421339436,0.647803544998169,0.18796032667160034,0.9406865835189819,0.9480185508728027
20260505_134754_132029_cf8c21ee,student_l1b_c,clean,0.0,19.464448539235768,0.5846214294433594,0.23330636322498322,0.9390578269958496,0.9003034234046936
20260505_134754_132029_cf8c21ee,teacher_15b,exposure,0.8,21.876203002022052,0.6350494623184204,0.19786295294761658,0.9369205236434937,0.9390737414360046
20260505_134754_132029_cf8c21ee,student_l1b_c,exposure,0.8,19.576210206732657,0.579819917678833,0.24760445952415466,0.9297981262207031,0.8798799514770508
20260505_134754_132029_cf8c21ee,teacher_15b,exposure,1.2,21.926171473292516,0.644542396068573,0.19109128415584564,0.9378772974014282,0.9474244117736816
20260505_134754_132029_cf8c21ee,student_l1b_c,exposure,1.2,18.384690540734894,0.5643731951713562,0.23744547367095947,0.9420287013053894,0.9019806981086731
20260505_134754_132029_cf8c21ee,teacher_15b,gamma,0.8,22.21257680830474,0.6458238959312439,0.188186913728714,0.9428101778030396,0.9482026100158691
20260505_134754_132029_cf8c21ee,student_l1b_c,gamma,0.8,19.455624746270196,0.5828160047531128,0.23839731514453888,0.9367316961288452,0.907006025314331
20260505_134754_132029_cf8c21ee,teacher_15b,gamma,1.2,22.246607612677938,0.6488619446754456,0.18849560618400574,0.9374139308929443,0.9468043446540833
20260505_134754_132029_cf8c21ee,student_l1b_c,gamma,1.2,19.47886142287818,0.5859219431877136,0.23350965976715088,0.9376230239868164,0.8910363912582397
20260505_134754_132029_cf8c21ee,teacher_15b,blur,1.0,15.97262792033012,0.46595191955566406,0.5225629210472107,0.919983983039856,0.7279742956161499
20260505_134754_132029_cf8c21ee,student_l1b_c,blur,1.0,14.06541691529985,0.4133762717247009,0.5719243288040161,0.8619850873947144,0.5116134285926819
20260505_134754_132029_cf8c21ee,teacher_15b,blur,2.0,11.369693481936448,0.27843695878982544,0.9475067853927612,0.6742525100708008,0.2899169325828552
20260505_134754_132029_cf8c21ee,student_l1b_c,blur,2.0,9.983256204909921,0.24212461709976196,0.9581599235534668,0.7133321762084961,0.43270373344421387
20260505_134754_132029_cf8c21ee,teacher_15b,noise,0.01,20.562979196280047,0.6223644614219666,0.21861308813095093,0.9213652610778809,0.9355396032333374
20260505_134754_132029_cf8c21ee,student_l1b_c,noise,0.01,16.154190281083935,0.5272770524024963,0.30466142296791077,0.9268456101417542,0.8292372226715088
20260505_134754_132029_cf8c21ee,teacher_15b,noise,0.03,15.210548521132377,0.5122999548912048,0.3692231774330139,0.8243531584739685,0.784108579158783
20260505_134754_132029_cf8c21ee,student_l1b_c,noise,0.03,13.567002050033569,0.4152471423149109,0.43280917406082153,0.8720533847808838,0.8037651777267456
20260505_140409_015968_f00ca076,teacher_15b,clean,0.0,15.478459772479356,0.5351647138595581,0.3265921473503113,0.8119024634361267,0.6890314817428589
20260505_140409_015968_f00ca076,student_l1b_c,clean,0.0,15.27572972298254,0.5572248697280884,0.3655700981616974,0.8408832550048828,0.739631175994873
20260505_140409_015968_f00ca076,teacher_15b,exposure,0.8,15.56757063202461,0.5465430021286011,0.32768601179122925,0.8286629915237427,0.6784257292747498
20260505_140409_015968_f00ca076,student_l1b_c,exposure,0.8,15.719487772012792,0.571449339389801,0.36649447679519653,0.8443090915679932,0.7476088404655457
20260505_140409_015968_f00ca076,teacher_15b,exposure,1.2,15.321247730621552,0.5204558372497559,0.331775426864624,0.8126604557037354,0.6572781801223755
20260505_140409_015968_f00ca076,student_l1b_c,exposure,1.2,14.755718603391216,0.5389587879180908,0.3699507713317871,0.8358362913131714,0.7208386659622192
20260505_140409_015968_f00ca076,teacher_15b,gamma,0.8,15.546840780401855,0.5306723117828369,0.32728856801986694,0.8096282482147217,0.6921781897544861
20260505_140409_015968_f00ca076,student_l1b_c,gamma,0.8,15.360885959843245,0.5480600595474243,0.36406630277633667,0.8323270678520203,0.7359572649002075
20260505_140409_015968_f00ca076,teacher_15b,gamma,1.2,15.399936675562284,0.5415758490562439,0.3276677429676056,0.8241742849349976,0.6836169958114624
20260505_140409_015968_f00ca076,student_l1b_c,gamma,1.2,15.220124665627011,0.5659377574920654,0.37135839462280273,0.844313383102417,0.7376611232757568
20260505_140409_015968_f00ca076,teacher_15b,blur,1.0,15.452504344243394,0.550025224685669,0.3915565609931946,0.8701354265213013,0.7291378974914551
20260505_140409_015968_f00ca076,student_l1b_c,blur,1.0,15.553905772419936,0.5676944255828857,0.44300782680511475,0.8408123254776001,0.7332828640937805
20260505_140409_015968_f00ca076,teacher_15b,blur,2.0,15.640599385739955,0.5347794890403748,0.5635600090026855,0.8106685280799866,0.5989898443222046
20260505_140409_015968_f00ca076,student_l1b_c,blur,2.0,13.39991493240376,0.43126940727233887,0.6962999105453491,0.8010420203208923,0.4901313781738281
20260505_140409_015968_f00ca076,teacher_15b,noise,0.01,15.413030595798833,0.536249577999115,0.3716258406639099,0.8383383750915527,0.6242806315422058
20260505_140409_015968_f00ca076,student_l1b_c,noise,0.01,15.292921812602305,0.5381647348403931,0.4286080598831177,0.8366270661354065,0.7252824306488037
20260505_140409_015968_f00ca076,teacher_15b,noise,0.03,15.359178427806565,0.5091856718063354,0.5396000146865845,0.8087136745452881,0.5816458463668823
20260505_140409_015968_f00ca076,student_l1b_c,noise,0.03,15.049485286714235,0.4704764485359192,0.5881267786026001,0.8224464058876038,0.7069082260131836
20260505_151027_0e5f0f67,teacher_15b,clean,0.0,18.250052990588856,0.6343278288841248,0.21850773692131042,0.9403046369552612,0.9599641561508179
20260505_151027_0e5f0f67,student_l1b_c,clean,0.0,19.61013496861908,0.6348986625671387,0.24296517670154572,0.9157373309135437,0.9516013264656067
20260505_151027_0e5f0f67,teacher_15b,exposure,0.8,18.173618463201926,0.6235453486442566,0.22686977684497833,0.9465053677558899,0.9612791538238525
20260505_151027_0e5f0f67,student_l1b_c,exposure,0.8,19.062063834954056,0.617938220500946,0.2572249174118042,0.9187712669372559,0.9491639137268066
20260505_151027_0e5f0f67,teacher_15b,exposure,1.2,18.268862481478592,0.6403645277023315,0.21314099431037903,0.9477880001068115,0.9582895040512085
20260505_151027_0e5f0f67,student_l1b_c,exposure,1.2,19.57677301304748,0.6392368674278259,0.2365926057100296,0.9176205396652222,0.9523114562034607
20260505_151027_0e5f0f67,teacher_15b,gamma,0.8,18.33779327083776,0.6357147097587585,0.2181379199028015,0.9346452355384827,0.9600450992584229
20260505_151027_0e5f0f67,student_l1b_c,gamma,0.8,19.50823055508356,0.6316024661064148,0.24766826629638672,0.9164403676986694,0.9531221389770508
20260505_151027_0e5f0f67,teacher_15b,gamma,1.2,18.156293518320513,0.6321454048156738,0.21997293829917908,0.9422416687011719,0.9597520232200623
20260505_151027_0e5f0f67,student_l1b_c,gamma,1.2,19.631714460159323,0.6350792646408081,0.2409663200378418,0.9165620803833008,0.9490572810173035
20260505_151027_0e5f0f67,teacher_15b,blur,1.0,18.069152657505906,0.5492208003997803,0.411743700504303,0.9108049869537354,0.9131397008895874
20260505_151027_0e5f0f67,student_l1b_c,blur,1.0,16.78336613536506,0.49015840888023376,0.48366186022758484,0.8726974129676819,0.8953455686569214
20260505_151027_0e5f0f67,teacher_15b,blur,2.0,14.964471458060933,0.3952455520629883,0.7459154725074768,0.7145458459854126,0.6329991221427917
20260505_151027_0e5f0f67,student_l1b_c,blur,2.0,14.66835370870734,0.38968536257743835,0.7695310115814209,0.7544377446174622,0.6540259718894958
20260505_151027_0e5f0f67,teacher_15b,noise,0.01,16.510797416840354,0.5857212543487549,0.2409716695547104,0.9295212626457214,0.9406800270080566
20260505_151027_0e5f0f67,student_l1b_c,noise,0.01,16.732244580100147,0.5746339559555054,0.27356773614883423,0.8899486660957336,0.9331692457199097
20260505_151027_0e5f0f67,teacher_15b,noise,0.03,15.375855014486364,0.49738192558288574,0.3729242980480194,0.8742069005966187,0.87713623046875
20260505_151027_0e5f0f67,student_l1b_c,noise,0.03,14.224898491109855,0.46307095885276794,0.42441102862358093,0.8010254502296448,0.900617778301239
20260505_155119_0c4eecad,teacher_15b,clean,0.0,23.639515988317385,0.7411160469055176,0.11705682426691055,0.9648544788360596,0.9044647812843323
20260505_155119_0c4eecad,student_l1b_c,clean,0.0,20.81860270417383,0.7060388922691345,0.15756000578403473,0.9351767897605896,0.9065264463424683
20260505_155119_0c4eecad,teacher_15b,exposure,0.8,22.738592044359525,0.7372931241989136,0.12625746428966522,0.9631829261779785,0.8979488611221313
20260505_155119_0c4eecad,student_l1b_c,exposure,0.8,20.23978506500734,0.7025098204612732,0.17297683656215668,0.9274064302444458,0.8734664916992188
20260505_155119_0c4eecad,teacher_15b,exposure,1.2,23.692640605670746,0.7406806349754333,0.11589080095291138,0.9617608785629272,0.901543378829956
20260505_155119_0c4eecad,student_l1b_c,exposure,1.2,20.73849718042592,0.6953518390655518,0.16180410981178284,0.9405068159103394,0.8880960941314697
20260505_155119_0c4eecad,teacher_15b,gamma,0.8,23.70499088993833,0.741625189781189,0.1165604367852211,0.9622095823287964,0.9037104845046997
20260505_155119_0c4eecad,student_l1b_c,gamma,0.8,20.70291024861963,0.7053884863853455,0.15924735367298126,0.9356981515884399,0.9041261076927185
20260505_155119_0c4eecad,teacher_15b,gamma,1.2,23.56045707330841,0.740502119064331,0.1177474707365036,0.9619821310043335,0.9061747789382935
20260505_155119_0c4eecad,student_l1b_c,gamma,1.2,20.903852775586888,0.7062934637069702,0.1577054262161255,0.9306476712226868,0.90375816822052
20260505_155119_0c4eecad,teacher_15b,blur,1.0,19.9509659902684,0.6197033524513245,0.38551226258277893,0.8654425144195557,0.7709082365036011
20260505_155119_0c4eecad,student_l1b_c,blur,1.0,14.875591702755548,0.523775041103363,0.5396255254745483,0.835166871547699,0.7086780667304993
20260505_155119_0c4eecad,teacher_15b,blur,2.0,13.777196302487688,0.44569334387779236,0.6859501004219055,0.7486429214477539,0.4392527937889099
20260505_155119_0c4eecad,student_l1b_c,blur,2.0,14.15400877430254,0.4566582441329956,0.701176643371582,0.7876899242401123,0.4504775404930115
20260505_155119_0c4eecad,teacher_15b,noise,0.01,22.947586005967455,0.7104508280754089,0.12798957526683807,0.9702869653701782,0.9013351202011108
20260505_155119_0c4eecad,student_l1b_c,noise,0.01,20.175577236527836,0.6744424104690552,0.17541302740573883,0.9400601983070374,0.895636796951294
20260505_155119_0c4eecad,teacher_15b,noise,0.03,18.159215438117272,0.559953510761261,0.265064001083374,0.9071469306945801,0.8169746398925781
20260505_155119_0c4eecad,student_l1b_c,noise,0.03,14.7569128584631,0.49590742588043213,0.33529144525527954,0.8799982070922852,0.8143365383148193
20260505_135110_603728_cf8c21ee,teacher_15b,clean,0.0,28.345186804829456,0.8515869379043579,0.06869727373123169,0.9681615233421326,0.9316403865814209
20260505_135110_603728_cf8c21ee,student_l1b_c,clean,0.0,25.302561262015224,0.817980945110321,0.09645970165729523,0.9714584946632385,0.9409592747688293
20260505_135110_603728_cf8c21ee,teacher_15b,exposure,0.8,28.664744394776545,0.8534194827079773,0.07319808751344681,0.9594074487686157,0.9261199831962585
20260505_135110_603728_cf8c21ee,student_l1b_c,exposure,0.8,25.147041982142543,0.8217114210128784,0.10510290414094925,0.9678119421005249,0.932366132736206
20260505_135110_603728_cf8c21ee,teacher_15b,exposure,1.2,27.377122838242272,0.8448429107666016,0.06884509325027466,0.9711399078369141,0.9294869303703308
20260505_135110_603728_cf8c21ee,student_l1b_c,exposure,1.2,23.729472740341695,0.799197793006897,0.09888486564159393,0.969659686088562,0.9357979893684387
20260505_135110_603728_cf8c21ee,teacher_15b,gamma,0.8,28.33159410045321,0.8516336679458618,0.06927718967199326,0.9702808856964111,0.9261921644210815
20260505_135110_603728_cf8c21ee,student_l1b_c,gamma,0.8,24.707802475646833,0.8152393698692322,0.09974395483732224,0.9730944037437439,0.9399402141571045
20260505_135110_603728_cf8c21ee,teacher_15b,gamma,1.2,28.361547750149825,0.8516696691513062,0.06878609955310822,0.966205358505249,0.9370580315589905
20260505_135110_603728_cf8c21ee,student_l1b_c,gamma,1.2,25.81681508140734,0.8207987546920776,0.09466700255870819,0.9706956148147583,0.9386397004127502
20260505_135110_603728_cf8c21ee,teacher_15b,blur,1.0,15.671323818144549,0.7485717535018921,0.290343701839447,0.9069610834121704,0.7288535833358765
20260505_135110_603728_cf8c21ee,student_l1b_c,blur,1.0,12.425200898540538,0.6161484718322754,0.41985946893692017,0.8602930307388306,0.6610716581344604
20260505_135110_603728_cf8c21ee,teacher_15b,blur,2.0,13.213776842493246,0.5499784350395203,0.7013038396835327,0.7660008668899536,0.37341004610061646
20260505_135110_603728_cf8c21ee,student_l1b_c,blur,2.0,12.035159138241962,0.5578820705413818,0.6746459007263184,0.7586303949356079,0.3845006823539734
20260505_135110_603728_cf8c21ee,teacher_15b,noise,0.01,26.990845138777644,0.8303026556968689,0.08592908084392548,0.932652473449707,0.9227895140647888
20260505_135110_603728_cf8c21ee,student_l1b_c,noise,0.01,21.221657125458005,0.7481186389923096,0.19930246472358704,0.9016507267951965,0.8664412498474121
20260505_135110_603728_cf8c21ee,teacher_15b,noise,0.03,17.902825874972063,0.6153340339660645,0.35981202125549316,0.90068519115448,0.79150390625
20260505_135110_603728_cf8c21ee,student_l1b_c,noise,0.03,14.535358495829414,0.4664042890071869,0.5789944529533386,0.832937479019165,0.7693586349487305
20260505_122742_601570_a473e239,teacher_15b,clean,0.0,25.3774641982683,0.7833845615386963,0.10082971304655075,0.9693164825439453,0.9722491502761841
20260505_122742_601570_a473e239,student_l1b_c,clean,0.0,22.91773360938744,0.7248191237449646,0.15589676797389984,0.9614235162734985,0.968039870262146
20260505_122742_601570_a473e239,teacher_15b,exposure,0.8,25.1481492169276,0.7789401412010193,0.10297724604606628,0.9749079942703247,0.9759384393692017
20260505_122742_601570_a473e239,student_l1b_c,exposure,0.8,22.19473206307871,0.7156866788864136,0.169583261013031,0.9628261923789978,0.9686324000358582
20260505_122742_601570_a473e239,teacher_15b,exposure,1.2,24.880193507865908,0.7806692123413086,0.10226286947727203,0.9664697647094727,0.969968318939209
20260505_122742_601570_a473e239,student_l1b_c,exposure,1.2,22.561742739873964,0.7221402525901794,0.154679074883461,0.9583572149276733,0.9627630710601807
20260505_122742_601570_a473e239,teacher_15b,gamma,0.8,25.53285139032571,0.7833733558654785,0.10122126340866089,0.9753419160842896,0.9738143086433411
20260505_122742_601570_a473e239,student_l1b_c,gamma,0.8,22.889238157922,0.7234443426132202,0.1578870266675949,0.9603912234306335,0.9699154496192932
20260505_122742_601570_a473e239,teacher_15b,gamma,1.2,25.26996237336093,0.7830526232719421,0.10063742101192474,0.9663139581680298,0.9700695276260376
20260505_122742_601570_a473e239,student_l1b_c,gamma,1.2,22.88597380006518,0.7251667976379395,0.15613645315170288,0.9578773975372314,0.9662579298019409
20260505_122742_601570_a473e239,teacher_15b,blur,1.0,23.002718849943943,0.6808804273605347,0.31793734431266785,0.9642656445503235,0.9514925479888916
20260505_122742_601570_a473e239,student_l1b_c,blur,1.0,20.411364589316385,0.6127449870109558,0.42205366492271423,0.9001343250274658,0.9462242722511292
20260505_122742_601570_a473e239,teacher_15b,blur,2.0,15.709535877031158,0.4880441427230835,0.6963768601417542,0.7965224981307983,0.7458394765853882
20260505_122742_601570_a473e239,student_l1b_c,blur,2.0,16.487189796661493,0.48923182487487793,0.7013183832168579,0.8093380331993103,0.8234466314315796
20260505_122742_601570_a473e239,teacher_15b,noise,0.01,24.64390786909537,0.7548996210098267,0.11411432921886444,0.9666852951049805,0.9642922878265381
20260505_122742_601570_a473e239,student_l1b_c,noise,0.01,22.50315797094065,0.7002571821212769,0.17131096124649048,0.9694322943687439,0.9622699022293091
20260505_122742_601570_a473e239,teacher_15b,noise,0.03,22.374261049379797,0.6113255023956299,0.27296963334083557,0.9573582410812378,0.9192702174186707
20260505_122742_601570_a473e239,student_l1b_c,noise,0.03,19.943650685818756,0.5673128366470337,0.3645450472831726,0.9288142919540405,0.9337816834449768
20260505_154429_0c4eecad,teacher_15b,clean,0.0,28.43469048884519,0.9220494031906128,0.047288019210100174,0.9718040823936462,0.9306208491325378
20260505_154429_0c4eecad,student_l1b_c,clean,0.0,23.20259888192215,0.8558851480484009,0.06964946538209915,0.9573408961296082,0.9134674072265625
20260505_154429_0c4eecad,teacher_15b,exposure,0.8,27.514924624252256,0.9168822765350342,0.05325250327587128,0.9701248407363892,0.9361091256141663
20260505_154429_0c4eecad,student_l1b_c,exposure,0.8,24.28597528472469,0.8537149429321289,0.07163666933774948,0.9525421261787415,0.9165242910385132
20260505_154429_0c4eecad,teacher_15b,exposure,1.2,25.883576265216565,0.9157880544662476,0.04766315594315529,0.9737827777862549,0.9232383966445923
20260505_154429_0c4eecad,student_l1b_c,exposure,1.2,20.729065340625496,0.8402786254882812,0.07843904197216034,0.9624892473220825,0.9011507630348206
20260505_154429_0c4eecad,teacher_15b,gamma,0.8,28.228331061634503,0.9200196266174316,0.047035444527864456,0.971806526184082,0.9338772296905518
20260505_154429_0c4eecad,student_l1b_c,gamma,0.8,22.7106049390602,0.8468294143676758,0.0751478523015976,0.9582414627075195,0.9105192422866821
20260505_154429_0c4eecad,teacher_15b,gamma,1.2,28.567716000331586,0.9226147532463074,0.04856176674365997,0.9727070331573486,0.9269852638244629
20260505_154429_0c4eecad,student_l1b_c,gamma,1.2,23.771573578543293,0.8610019683837891,0.067052461206913,0.9528815150260925,0.916234016418457
20260505_154429_0c4eecad,teacher_15b,blur,1.0,20.799498427196227,0.7934041023254395,0.2218179702758789,0.9098117351531982,0.9077246189117432
20260505_154429_0c4eecad,student_l1b_c,blur,1.0,20.009703606835497,0.735073983669281,0.26551729440689087,0.8707566261291504,0.9012327194213867
20260505_154429_0c4eecad,teacher_15b,blur,2.0,20.04278693153931,0.6678282618522644,0.4425947666168213,0.8514899015426636,0.734159529209137
20260505_154429_0c4eecad,student_l1b_c,blur,2.0,20.84177188499321,0.6500517129898071,0.472292959690094,0.8552546501159668,0.8215897083282471
20260505_154429_0c4eecad,teacher_15b,noise,0.01,27.454218325144527,0.90330970287323,0.06121985241770744,0.956099808216095,0.9258159399032593
20260505_154429_0c4eecad,student_l1b_c,noise,0.01,23.556299686202237,0.83708655834198,0.08513685315847397,0.9499378204345703,0.8993312120437622
20260505_154429_0c4eecad,teacher_15b,noise,0.03,25.159149218324302,0.8111574053764343,0.15562258660793304,0.8970392942428589,0.9057198762893677
20260505_154429_0c4eecad,student_l1b_c,noise,0.03,23.139207946849076,0.7464000582695007,0.20735184848308563,0.8909119367599487,0.8747388124465942
20260505_141441_686079_f00ca076,teacher_15b,clean,0.0,20.26662826252374,0.7479215860366821,0.23241554200649261,0.872377872467041,0.8260630965232849
20260505_141441_686079_f00ca076,student_l1b_c,clean,0.0,20.603042987982462,0.7367919683456421,0.24880348145961761,0.8866993188858032,0.8204296231269836
20260505_141441_686079_f00ca076,teacher_15b,exposure,0.8,19.2294236995209,0.72261643409729,0.24681012332439423,0.8884648680686951,0.8267364501953125
20260505_141441_686079_f00ca076,student_l1b_c,exposure,0.8,19.310937917482565,0.7295827269554138,0.2606840133666992,0.8802441954612732,0.785426139831543
20260505_141441_686079_f00ca076,teacher_15b,exposure,1.2,20.977489108633748,0.7649369239807129,0.22991107404232025,0.8509526252746582,0.8180572986602783
20260505_141441_686079_f00ca076,student_l1b_c,exposure,1.2,20.849360677626198,0.7333797812461853,0.24790430068969727,0.8848615884780884,0.8469027876853943
20260505_141441_686079_f00ca076,teacher_15b,gamma,0.8,20.242033063029034,0.7532994747161865,0.23179936408996582,0.885456919670105,0.8313634991645813
20260505_141441_686079_f00ca076,student_l1b_c,gamma,0.8,20.74046284928512,0.7290618419647217,0.24986247718334198,0.8818951845169067,0.8366146087646484
20260505_141441_686079_f00ca076,teacher_15b,gamma,1.2,20.26140853282846,0.7416768074035645,0.23438051342964172,0.8732923269271851,0.8235093355178833
20260505_141441_686079_f00ca076,student_l1b_c,gamma,1.2,20.328572967850555,0.7357749342918396,0.25334620475769043,0.8919227123260498,0.8045140504837036
20260505_141441_686079_f00ca076,teacher_15b,blur,1.0,20.021633077408914,0.7337582111358643,0.363216757774353,0.8552257418632507,0.7975538969039917
20260505_141441_686079_f00ca076,student_l1b_c,blur,1.0,19.729123093381677,0.6457690596580505,0.3936576247215271,0.8776176571846008,0.6911295652389526
20260505_141441_686079_f00ca076,teacher_15b,blur,2.0,19.46191536499468,0.68657386302948,0.48534178733825684,0.7955836653709412,0.5993251800537109
20260505_141441_686079_f00ca076,student_l1b_c,blur,2.0,17.524241234386004,0.544018030166626,0.572138786315918,0.7898757457733154,0.5165771245956421
20260505_141441_686079_f00ca076,teacher_15b,noise,0.01,19.315067592535595,0.7113485336303711,0.25896739959716797,0.8161608576774597,0.7819117903709412
20260505_141441_686079_f00ca076,student_l1b_c,noise,0.01,20.61561690186351,0.7020407915115356,0.28497081995010376,0.8504825830459595,0.8058146238327026
20260505_141441_686079_f00ca076,teacher_15b,noise,0.03,20.112591687364976,0.6319519281387329,0.387816846370697,0.7902228832244873,0.639466404914856
20260505_141441_686079_f00ca076,student_l1b_c,noise,0.03,19.59006085295527,0.5299817323684692,0.49675923585891724,0.7288930416107178,0.7003096342086792
20260505_153713_0c4eecad,teacher_15b,clean,0.0,24.923783526072057,0.8085957765579224,0.08005756139755249,0.9025532007217407,0.9123616218566895
20260505_153713_0c4eecad,student_l1b_c,clean,0.0,22.24146768052527,0.7566508054733276,0.1440451592206955,0.8961766958236694,0.8790485262870789
20260505_153713_0c4eecad,teacher_15b,exposure,0.8,24.098749422455775,0.8030741214752197,0.08430685847997665,0.9076899886131287,0.9120094776153564
20260505_153713_0c4eecad,student_l1b_c,exposure,0.8,21.489124131997215,0.7528274059295654,0.14846044778823853,0.9051181077957153,0.8819734454154968
20260505_153713_0c4eecad,teacher_15b,exposure,1.2,24.149864141098796,0.8037525415420532,0.08357065916061401,0.9070885181427002,0.9152783155441284
20260505_153713_0c4eecad,student_l1b_c,exposure,1.2,21.606362843244142,0.7460717558860779,0.1470843255519867,0.8928470611572266,0.8717806339263916
20260505_153713_0c4eecad,teacher_15b,gamma,0.8,24.946857800821533,0.8087934255599976,0.07893271744251251,0.9094787836074829,0.9155786037445068
20260505_153713_0c4eecad,student_l1b_c,gamma,0.8,22.264586498470052,0.7569975256919861,0.14428147673606873,0.9015547037124634,0.8781765103340149
20260505_153713_0c4eecad,teacher_15b,gamma,1.2,24.911218422507933,0.8082394003868103,0.08135785162448883,0.9015170931816101,0.9092700481414795
20260505_153713_0c4eecad,student_l1b_c,gamma,1.2,22.168604123929313,0.7561296224594116,0.14425666630268097,0.8961174488067627,0.8797785043716431
20260505_153713_0c4eecad,teacher_15b,blur,1.0,21.19812846429475,0.6761759519577026,0.30182909965515137,0.9229557514190674,0.865074872970581
20260505_153713_0c4eecad,student_l1b_c,blur,1.0,20.62870458802373,0.6606543064117432,0.3253738284111023,0.8884857892990112,0.9082800149917603
20260505_153713_0c4eecad,teacher_15b,blur,2.0,16.268237171151377,0.5265458822250366,0.5596826076507568,0.8535251617431641,0.6952438354492188
20260505_153713_0c4eecad,student_l1b_c,blur,2.0,18.151960175351114,0.5323381423950195,0.5536808371543884,0.8435379266738892,0.7470690011978149
20260505_153713_0c4eecad,teacher_15b,noise,0.01,24.648828509800662,0.7902836799621582,0.0912148579955101,0.8842401504516602,0.912816047668457
